Frame,Elapsed Time (s),Area (%),Kondisi
1,6.664728879928589,35.09,ramai
2,1.481137990951538,35.27,ramai
3,1.0975689888000488,35.78,ramai
4,1.4449100494384766,36.12,ramai
5,0.8590259552001953,36.4,ramai
6,0.9476988315582275,36.6,ramai
7,0.8798160552978516,36.41,ramai
8,0.8897900581359863,36.83,ramai
9,1.2362000942230225,37.26,ramai
10,1.4990332126617432,37.07,ramai
11,0.9666459560394287,37.01,ramai
12,1.3183648586273193,37.08,ramai
13,1.0232670307159424,37.37,ramai
14,1.3208019733428955,37.22,ramai
15,1.5843329429626465,37.21,ramai
16,1.6913580894470215,36.28,ramai
17,2.1127402782440186,36.39,ramai
18,1.5298740863800049,36.16,ramai
19,1.7725830078125,35.86,ramai
20,1.3093302249908447,35.57,ramai
21,1.0268352031707764,35.55,ramai
22,1.4709229469299316,35.36,ramai
23,1.3691480159759521,35.2,ramai
24,1.0816850662231445,35.05,ramai
25,1.3706939220428467,34.61,ramai
26,1.3328588008880615,34.52,ramai
27,1.2409138679504395,34.49,ramai
28,0.9096541404724121,34.57,ramai
29,1.0901401042938232,34.39,ramai
30,1.3249590396881104,34.49,ramai
31,1.0336320400238037,34.19,ramai
32,1.017632007598877,33.95,ramai
33,1.0935790538787842,34.11,ramai
34,0.995887041091919,34.1,ramai
35,0.866509199142456,33.75,ramai
36,1.0980150699615479,33.82,ramai
37,0.9976048469543457,33.83,ramai
38,1.2830538749694824,33.8,ramai
39,1.1104090213775635,33.56,ramai
40,1.2380130290985107,33.21,ramai
41,1.184912919998169,33.01,ramai
42,1.1912689208984375,32.8,ramai
43,2.604188919067383,32.63,ramai
44,6.833566904067993,32.05,ramai
45,1.877197027206421,32.07,ramai
46,2.8673150539398193,30.59,ramai
47,1.8618052005767822,31.36,ramai
48,2.0533998012542725,31.26,ramai
49,1.8995540142059326,30.66,ramai
50,1.5661230087280273,30.19,ramai
51,1.7776808738708496,29.84,tidak ramai
52,3.5061450004577637,29.6,tidak ramai
53,4.1153342723846436,29.6,tidak ramai
54,12.554280042648315,29.28,tidak ramai
55,6.386040687561035,28.97,tidak ramai
56,2.72643780708313,28.7,tidak ramai
57,1.7310051918029785,28.13,tidak ramai
58,1.4135138988494873,27.52,tidak ramai
59,1.790876865386963,26.8,tidak ramai
60,1.7775559425354004,26.3,tidak ramai
61,3.816427707672119,25.87,tidak ramai
62,5.957560062408447,25.34,tidak ramai
63,7.5977911949157715,24.83,tidak ramai
64,14.212178945541382,24.26,tidak ramai
65,5.254469871520996,23.9,tidak ramai
66,16.231747150421143,22.99,tidak ramai
67,14.892069816589355,23.06,tidak ramai
68,7.430200815200806,22.85,tidak ramai
69,5.8356921672821045,22.78,tidak ramai
70,8.905945777893066,22.48,tidak ramai
71,7.367741823196411,22.01,tidak ramai
72,7.9814841747283936,21.68,tidak ramai
73,1.711932897567749,21.68,tidak ramai
74,1.6773691177368164,21.59,tidak ramai
75,1.5099730491638184,21.24,tidak ramai
76,0.9829139709472656,20.94,tidak ramai
77,1.4064397811889648,21.15,tidak ramai
78,1.3831110000610352,21.2,tidak ramai
79,1.1510050296783447,21.22,tidak ramai
80,1.344649076461792,20.62,tidak ramai
81,1.651921272277832,21.19,tidak ramai
82,0.9073610305786133,20.92,tidak ramai
83,0.872534990310669,20.86,tidak ramai
84,0.8780629634857178,21.01,tidak ramai
85,0.794201135635376,21.15,tidak ramai
86,0.8469958305358887,21.42,tidak ramai
87,0.9754271507263184,21.79,tidak ramai
88,1.2466602325439453,22.12,tidak ramai
89,1.2119369506835938,22.25,tidak ramai
90,1.5429508686065674,22.28,tidak ramai
91,0.9864161014556885,22.54,tidak ramai
92,1.0119280815124512,22.71,tidak ramai
93,0.9816040992736816,22.84,tidak ramai
94,1.4888319969177246,23.03,tidak ramai
95,0.9968829154968262,23.22,tidak ramai
96,0.9969961643218994,23.58,tidak ramai
97,1.1678392887115479,23.78,tidak ramai
98,0.8839900493621826,24.18,tidak ramai
99,0.8531661033630371,24.51,tidak ramai
100,0.8363590240478516,24.62,tidak ramai
101,0.8303859233856201,24.72,tidak ramai
102,0.8295869827270508,24.81,tidak ramai
103,0.8136842250823975,24.72,tidak ramai
104,1.0946769714355469,25.14,tidak ramai
105,1.2942728996276855,24.65,tidak ramai
106,1.0970780849456787,24.95,tidak ramai
107,0.9316310882568359,25.28,tidak ramai
108,0.8755040168762207,25.61,tidak ramai
109,0.8719959259033203,25.96,tidak ramai
110,0.8899250030517578,26.08,tidak ramai
111,0.847064733505249,26.39,tidak ramai
112,0.834970235824585,27.05,tidak ramai
113,0.7984528541564941,27.62,tidak ramai
114,0.8210189342498779,27.89,tidak ramai
115,0.8404099941253662,28.36,tidak ramai
116,0.8977389335632324,28.55,tidak ramai
117,0.8444681167602539,28.99,tidak ramai
118,0.8393971920013428,29.38,tidak ramai
119,0.8385570049285889,29.77,tidak ramai
120,0.8744971752166748,30.27,ramai
121,1.1219561100006104,30.8,ramai
122,1.0699820518493652,30.89,ramai
123,0.8879449367523193,31.42,ramai
124,0.993776798248291,32.14,ramai
125,0.963580846786499,32.58,ramai
126,0.8906738758087158,33.24,ramai
127,0.849498987197876,33.68,ramai
128,0.8214709758758545,34.1,ramai
129,0.8310251235961914,34.84,ramai
130,0.8629791736602783,34.76,ramai
131,1.0096242427825928,35.0,ramai
132,1.0475728511810303,35.41,ramai
133,1.184541940689087,35.36,ramai
134,1.0143256187438965,35.67,ramai
135,0.9805300235748291,35.96,ramai
136,1.020758867263794,36.0,ramai
137,0.9144628047943115,35.8,ramai
138,0.9732978343963623,35.87,ramai
139,0.8197717666625977,35.81,ramai
140,0.7865281105041504,35.63,ramai
141,0.7557289600372314,35.32,ramai
142,0.7496371269226074,35.67,ramai
143,0.7395429611206055,35.68,ramai
144,0.7397477626800537,36.0,ramai
145,0.7287719249725342,36.25,ramai
146,0.7377750873565674,36.29,ramai
147,0.7831940650939941,36.17,ramai
148,0.8752739429473877,36.1,ramai
149,1.132098913192749,35.82,ramai
150,0.9898669719696045,35.78,ramai
151,1.1644160747528076,35.66,ramai
152,1.4959871768951416,35.48,ramai
153,1.2511327266693115,34.66,ramai
154,1.2799768447875977,34.69,ramai
155,0.9704103469848633,34.53,ramai
156,1.032923936843872,34.06,ramai
157,0.97062087059021,34.15,ramai
158,1.0761396884918213,33.67,ramai
159,0.9071118831634521,32.98,ramai
160,0.9467630386352539,32.46,ramai
161,0.9398472309112549,31.15,ramai
162,0.9991381168365479,32.23,ramai
163,0.9206790924072266,31.29,ramai
164,0.9674899578094482,31.0,ramai
165,0.8298511505126953,30.65,ramai
166,0.8661723136901855,30.31,ramai
167,0.8233351707458496,29.88,tidak ramai
168,0.8277161121368408,29.71,tidak ramai
169,0.8557891845703125,29.27,tidak ramai
170,0.8125030994415283,29.25,tidak ramai
171,0.8064451217651367,29.34,tidak ramai
172,0.8413748741149902,29.28,tidak ramai
173,0.8208279609680176,29.49,tidak ramai
174,0.8108890056610107,29.28,tidak ramai
175,0.7700059413909912,29.48,tidak ramai
176,0.9941787719726562,29.42,tidak ramai
177,0.8185598850250244,29.77,tidak ramai
178,0.8203141689300537,30.1,ramai
179,0.8586628437042236,30.55,ramai
180,0.9248318672180176,30.75,ramai
181,1.069498062133789,30.92,ramai
182,0.916748046875,31.3,ramai
183,0.8734171390533447,31.48,ramai
184,0.845111608505249,31.35,ramai
185,0.8857710361480713,31.44,ramai
186,1.193208932876587,31.42,ramai
187,0.8893558979034424,31.41,ramai
188,0.8540470600128174,31.2,ramai
189,0.94474196434021,31.48,ramai
190,0.8632121086120605,31.05,ramai
191,1.0375475883483887,30.85,ramai
192,0.8498039245605469,30.64,ramai
193,0.8925907611846924,30.55,ramai
194,0.8748228549957275,30.68,ramai
195,0.9019138813018799,30.49,ramai
196,0.9163007736206055,30.35,ramai
197,0.8881919384002686,30.21,ramai
198,0.8548769950866699,30.0,tidak ramai
199,0.85030198097229,29.85,tidak ramai
200,0.9523770809173584,29.8,tidak ramai
201,0.8786649703979492,29.47,tidak ramai
202,0.8613581657409668,29.26,tidak ramai
203,0.9283521175384521,29.58,tidak ramai
204,1.0284500122070312,29.54,tidak ramai
205,0.8721108436584473,29.71,tidak ramai
206,0.8910567760467529,29.94,tidak ramai
207,0.8706281185150146,30.24,ramai
208,0.8566098213195801,30.23,ramai
209,0.9896078109741211,30.16,ramai
210,0.9960319995880127,29.68,tidak ramai
211,0.860145092010498,29.14,tidak ramai
212,0.8725850582122803,29.13,tidak ramai
213,0.9049410820007324,26.36,tidak ramai
214,0.9687552452087402,26.45,tidak ramai
215,1.0792276859283447,26.92,tidak ramai
216,1.057304859161377,27.24,tidak ramai
217,1.0440387725830078,27.39,tidak ramai
218,1.2083439826965332,27.76,tidak ramai
219,1.050766944885254,27.88,tidak ramai
220,0.9864568710327148,27.92,tidak ramai
221,1.0261330604553223,28.2,tidak ramai
222,1.0374839305877686,28.18,tidak ramai
223,1.0269639492034912,28.17,tidak ramai
224,1.0453619956970215,28.07,tidak ramai
225,1.0783588886260986,28.03,tidak ramai
226,1.0897819995880127,27.9,tidak ramai
227,1.0627100467681885,27.97,tidak ramai
228,1.2233600616455078,28.11,tidak ramai
229,1.2211687564849854,27.97,tidak ramai
230,1.6057438850402832,28.02,tidak ramai
231,1.1390211582183838,28.0,tidak ramai
232,1.8179209232330322,28.21,tidak ramai
233,2.2716009616851807,28.11,tidak ramai
234,1.3315021991729736,27.94,tidak ramai
235,1.3140878677368164,28.42,tidak ramai
236,1.2052390575408936,28.34,tidak ramai
237,1.1482477188110352,28.3,tidak ramai
238,1.0945098400115967,28.14,tidak ramai
239,0.9436428546905518,28.37,tidak ramai
240,1.2139570713043213,28.55,tidak ramai
241,1.3023927211761475,28.35,tidak ramai
242,1.1791009902954102,28.07,tidak ramai
243,1.0319740772247314,28.31,tidak ramai
244,0.9697520732879639,28.61,tidak ramai
245,0.9904181957244873,28.64,tidak ramai
246,1.088744878768921,28.84,tidak ramai
247,0.8571419715881348,29.32,tidak ramai
248,0.9518969058990479,29.7,tidak ramai
249,0.8837623596191406,30.03,ramai
250,0.9309940338134766,30.0,tidak ramai
251,0.8826208114624023,30.35,ramai
