Frame,Elapsed Time (s),Area (%),Kondisi
157,0.2878091335296631,34.32,ramai
158,0.29622626304626465,33.83,ramai
159,0.28978514671325684,33.31,ramai
160,0.289262056350708,32.96,ramai
161,0.297260046005249,32.67,ramai
162,0.30438899993896484,32.26,ramai
163,0.28402185440063477,31.79,ramai
164,0.3065011501312256,31.58,ramai
165,0.27666807174682617,30.62,ramai
166,0.3011620044708252,30.37,ramai
167,0.283998966217041,30.06,ramai
168,0.29146599769592285,29.23,tidak ramai
169,0.2835550308227539,29.05,tidak ramai
170,0.3069760799407959,29.37,tidak ramai
171,0.2833242416381836,29.53,tidak ramai
172,0.3057737350463867,29.49,tidak ramai
173,0.3531968593597412,29.5,tidak ramai
174,0.32595300674438477,29.32,tidak ramai
175,0.2820470333099365,29.51,tidak ramai
176,0.2952258586883545,29.64,tidak ramai
177,0.3684852123260498,29.92,tidak ramai
178,0.3056662082672119,30.17,ramai
179,0.3001070022583008,30.35,ramai
180,0.35372185707092285,30.91,ramai
181,0.3068990707397461,31.08,ramai
182,0.28423309326171875,31.4,ramai
183,0.2842121124267578,31.45,ramai
184,0.31101322174072266,31.44,ramai
185,0.2885448932647705,31.2,ramai
186,0.2862730026245117,31.31,ramai
187,0.3069150447845459,31.46,ramai
188,0.3018338680267334,31.12,ramai
189,0.29466772079467773,31.18,ramai
190,0.30091118812561035,31.08,ramai
191,0.28195714950561523,31.2,ramai
192,0.28272080421447754,31.11,ramai
193,0.28081583976745605,30.62,ramai
194,0.30536580085754395,30.49,ramai
195,0.290787935256958,30.58,ramai
196,0.3509678840637207,30.58,ramai
197,0.3062760829925537,30.26,ramai
198,0.3085200786590576,29.94,tidak ramai
199,0.27968573570251465,29.86,tidak ramai
200,0.28389596939086914,30.19,ramai
201,0.2803981304168701,30.21,ramai
202,0.2852182388305664,30.11,ramai
203,0.2786109447479248,29.9,tidak ramai
204,0.28169703483581543,29.61,tidak ramai
205,0.28534460067749023,29.81,tidak ramai
206,0.30825304985046387,29.97,tidak ramai
207,0.2871842384338379,30.18,ramai
208,0.29597973823547363,30.42,ramai
209,0.29985594749450684,30.42,ramai
210,0.3063521385192871,30.19,ramai
211,0.3132038116455078,29.44,tidak ramai
212,0.290802001953125,29.47,tidak ramai
213,0.2911708354949951,29.03,tidak ramai
214,0.298997163772583,26.54,tidak ramai
215,0.31871628761291504,26.76,tidak ramai
216,0.30024218559265137,27.11,tidak ramai
217,0.30135083198547363,26.99,tidak ramai
218,0.3039388656616211,27.47,tidak ramai
219,0.305905818939209,27.52,tidak ramai
220,0.30859994888305664,27.85,tidak ramai
221,0.31328511238098145,27.94,tidak ramai
222,0.29418516159057617,27.93,tidak ramai
223,0.3349289894104004,27.83,tidak ramai
224,0.4682011604309082,27.82,tidak ramai
225,0.33939623832702637,28.1,tidak ramai
226,0.31616902351379395,28.21,tidak ramai
227,0.32913780212402344,28.07,tidak ramai
228,0.31230783462524414,28.26,tidak ramai
229,0.2994391918182373,27.87,tidak ramai
230,0.3178839683532715,28.4,tidak ramai
231,0.3097231388092041,28.41,tidak ramai
232,0.3373861312866211,28.3,tidak ramai
233,0.2992520332336426,28.67,tidak ramai
234,0.4136359691619873,28.83,tidak ramai
235,0.4535789489746094,28.39,tidak ramai
236,0.34566402435302734,28.49,tidak ramai
237,0.350661039352417,28.56,tidak ramai
238,0.38605785369873047,28.76,tidak ramai
239,0.3017129898071289,28.51,tidak ramai
240,0.3589620590209961,28.52,tidak ramai
241,0.321429967880249,28.25,tidak ramai
242,0.33193373680114746,28.27,tidak ramai
243,0.8783819675445557,28.1,tidak ramai
244,0.7311270236968994,28.2,tidak ramai
245,0.36184024810791016,28.74,tidak ramai
246,0.38044095039367676,29.15,tidak ramai
247,0.31413912773132324,29.16,tidak ramai
248,0.3215498924255371,29.37,tidak ramai
249,0.318850040435791,29.58,tidak ramai
250,0.39270687103271484,29.96,tidak ramai
251,0.3547239303588867,30.21,ramai
