yolov8n,yolov8s,yolov8m,yolov8l,yolov8x
0.49924220431000244,0.3656921888351996,0.23847320890262744,0.12760292313031762,0.1112476983885557
3.790991759664566,1.4382486048902394,0.6271472892349462,0.31459364182877114,0.20949253038944907
3.9688194895222813,1.5201192812103825,0.6314622138508439,0.3076046849036964,0.21632215450739578
3.944628724859987,1.2869133102417558,0.6156096971020594,0.3161591602022307,0.2087875776711648
3.9123634409885977,1.4984826908140452,0.564263987526284,0.31742304468067734,0.2155450136525073
3.839763295841748,1.507068407466814,0.6321203901621224,0.3006871285413846,0.21253193891948466
3.930187537129803,1.3746971149512877,0.6198809217318874,0.326683894864635,0.21743167624457913
3.859173383386699,1.4657833929063182,0.5485102826454065,0.3132372659311128,0.20889308039280607
3.8215917953801632,1.5137847650808087,0.6232459846713998,0.32945488672490436,0.2136977786518451
3.905667370020728,1.3218337301593555,0.6308856773309303,0.3119667235812196,0.214181057094315
3.83502013833965,1.503291123089258,0.6395828892107411,0.32479113509913776,0.21287448081347685
2.701636387644484,1.4685475597757773,0.6383788240404502,0.3125832311772988,0.21506763114995517
3.987735322556263,1.5159393407985104,0.6025210676749903,0.3203884592738938,0.21701855808812331
3.9227111694705377,1.5337587127014467,0.6102892785591116,0.3293485621530077,0.20856531683867335
3.8626776712154673,1.4943882555439603,0.6546589012329608,0.326439987105232,0.21144344355809427
3.845177283378377,1.5472506198329576,0.6375282356354885,0.3135937837267389,0.22296622784912137
3.982634919308587,1.4176574452379085,0.6539785724498516,0.32506394630959035,0.2087932733017362
3.754599140103356,1.5151420134972968,0.6438209183960105,0.3274238675636004,0.22073198874106367
4.022850127563254,1.5150845463546507,0.6297832240251643,0.33053622029044255,0.21631074163884717
3.9971372127087172,1.5383146076481777,0.6478999383813654,0.3226034317471686,0.2159847847327436
3.8765257977310013,1.5114598115604962,0.6591548782254838,0.33624532425200054,0.21110991878947455
2.3177867569694346,1.3184697177880862,0.602142720451313,0.3177995138035011,0.2202614966697447
3.9198626558742746,1.5009064187905303,0.6525523933277075,0.3208062744363772,0.21344306856979897
3.9107255576389286,1.5334043313156307,0.6133411479674055,0.3146456089939212,0.22504757903592829
3.937659187158566,1.5342013586610619,0.6642333269564799,0.3397187844229897,0.21527293361816008
3.892350980348486,1.5386955346212585,0.6455919914222835,0.3389102135642173,0.22429314411650975
