Frame,Elapsed Time (s),Area (%),Kondisi
210,4.571105003356934,30.09,ramai
211,4.992227792739868,29.42,tidak ramai
212,4.528619766235352,29.34,tidak ramai
213,4.631345748901367,29.1,tidak ramai
214,4.659440755844116,26.55,tidak ramai
215,4.5479841232299805,26.67,tidak ramai
216,5.017833948135376,26.91,tidak ramai
217,4.634587287902832,27.27,tidak ramai
218,4.659839153289795,27.43,tidak ramai
219,4.619894027709961,27.53,tidak ramai
220,4.670938014984131,28.01,tidak ramai
221,4.663596868515015,28.0,tidak ramai
222,4.738768100738525,27.96,tidak ramai
223,4.646126985549927,27.78,tidak ramai
224,4.545042276382446,27.82,tidak ramai
225,4.555389881134033,28.04,tidak ramai
226,4.529712200164795,27.85,tidak ramai
227,4.648656845092773,27.86,tidak ramai
228,4.875763893127441,27.93,tidak ramai
229,4.674116849899292,28.09,tidak ramai
230,4.78051495552063,28.02,tidak ramai
231,4.820211172103882,27.91,tidak ramai
232,5.14155125617981,27.99,tidak ramai
233,4.735682010650635,28.1,tidak ramai
234,4.918642044067383,28.28,tidak ramai
235,5.617074012756348,28.58,tidak ramai
236,7.204911708831787,28.35,tidak ramai
237,5.902360200881958,28.62,tidak ramai
238,5.699359178543091,28.57,tidak ramai
239,5.359539985656738,28.3,tidak ramai
240,6.531609058380127,28.55,tidak ramai
241,5.47785210609436,28.38,tidak ramai
242,4.745562314987183,28.45,tidak ramai
243,5.253139019012451,28.31,tidak ramai
244,5.545892953872681,28.39,tidak ramai
245,9.30491590499878,28.83,tidak ramai
246,5.340376138687134,28.87,tidak ramai
247,5.347747087478638,29.16,tidak ramai
248,5.275707960128784,29.33,tidak ramai
249,5.695130109786987,30.0,tidak ramai
250,10.518194198608398,30.26,ramai
251,11.545642852783203,30.39,ramai
